2312.7,1477.5
217.8,151.8
307.3,167.6
1086.1,615.5
493.5,370.4
6810.2,4738.8
237.4,170.2
4707.6,3597.3
997.9,737.3
3210.0,2397.8
576.8,345.8
521.2,393.6
653.5,502.5
473.6,319.7
15230.6,11970.1
205.6,151.2
5526.7,3932.2
917.6,628.3
1064.5,718.7
6314.0,4658.2
164076.8,141850.7
3014.5,2151.8
117.8,89.4
18633.6,13649.0
207.7,133.7
3485.5,2695.1
231.8,152.0
237.7,161.6
20488.9,16493.2
12497.0,8297.7
206.4,137.2
5732.5,4365.6
812.7,624.2
4233.3,3230.0
275.1,193.1
2629.9,2038.9
199.3,151.0
5973.7,4715.0
466.9,334.8
1184.2,841.7
23029.2,18612.5
1190.8,802.5
6810.8,4705.0
931.0,674.7
215.2,139.2
3741.1,2623.9
238.8,160.9
38863.2,27902.5
34049.3,26120.9
215.3,161.1
1717.1,1138.8
375.4,254.5
249.5,185.2
5430.9,3957.0
1125.4,794.7
320.3,185.8
490.9,284.4
217.6,160.5
517.2,403.4
208.9,141.8
2237.5,1669.5
209.8,150.6
364.2,244.4
1513.9,1064.6
229.7,149.6
225.3,159.5
213.7,137.3
8197.6,5946.4
196.0,147.3
17156.0,13866.6
4243.7,3332.6
647.1,506.5
2032.1,1577.3
322.6,201.3
142995.5,110799.6
142053.7,106617.9
25799.4,18499.0
950.4,643.4
43967.1,34552.8
1011.5,748.1
17590.6,13541.2
10199.3,6907.1
4483.8,3311.5
704.5,534.1
217.4,137.4
7765.5,5224.8
3386.6,2556.0
91834.5,71054.9
494.8,335.4
3124.6,2436.3
521.6,401.3
55506.3,43795.4
158522.1,129864.0
48735.2,38149.6
2410.0,1667.8
17988.5,12684.1
1060.5,754.1
30303.2,23657.3
180.9,111.8
482.1,369.3
1968.3,1275.8
3611.6,2751.1
709.5,431.8
11759.5,8310.6
26778.6,21037.2
665.3,531.7
249.4,166.4
206.2,144.9
286.5,199.2
20479.2,15210.6
455.3,339.5
7598.8,5916.1
2222.2,1778.3
821.3,539.3
6072.3,4452.1
12447.0,8746.1
62066.4,44415.0
186.4,139.7
7197.8,5591.0
318.8,209.4
2137.9,1645.6
78343.8,61207.3
1145.2,846.6
272.1,151.2
221.6,157.0
228.2,153.9
1486.7,1108.7
928.6,707.6
5801.4,4465.1
697.5,508.0
3255.5,2541.1
198.6,149.3
371.3,265.0
10573.8,7356.0
1976.0,1570.0
564.1,449.7
203.1,148.4
327.9,229.2
13029.6,9598.6
857.6,612.1
221.0,142.9
266894.7,237624.4
917.0,698.8
23452.1,19183.7
224.1,135.8
113051.8,92653.8
19960.1,16776.5
51702.3,39851.4
413.0,296.4
3667.1,2402.0
22778.0,17490.4
5004.5,3677.8
393.7,297.6
1523.6,1150.0
363.7,243.8
299.6,163.1
10566.9,7959.8
168.2,108.7
1071.0,764.2
211.8,155.5
8197.9,6002.1
58870.9,44439.0
213.5,145.3
360778.2,313290.0
3552.1,2834.0
40668.5,32532.0
210.4,159.5
14067.6,10736.5
6812.6,5280.0
7458.3,5285.6
223.4,129.5
529.2,391.6
238.9,154.9
11842.9,7503.8
1369.9,1008.6
11522.0,8274.8
19240.4,14973.8
8776.6,6349.1
920.7,669.1
167.8,105.0
4932.4,3324.0
769.8,589.8
69142.3,55637.2
650.2,493.7
193255.5,163293.9
214.8,143.5
233.7,156.1
38638.9,28177.9
205.9,126.1
243.6,159.7
216.2,142.7
1370.4,806.8
223.6,145.2
63094.2,47378.4
17967.7,13211.1
6264.0,4075.0
27814.4,22899.9
7683.8,5824.5
4121.0,3056.0
4725.7,3638.2
52987.6,42764.9
12820.6,8950.8
207775.8,182889.2
3672.5,2712.1
1319.2,971.9
218.0,160.0
5144.7,3570.1
2394.9,1930.6
14502.3,10675.8
418.4,314.1
194.3,142.2
174.1,117.0
222.4,144.2
284.7,186.4
4680.5,3461.3
225.5,149.7
17244.8,12547.3
317.9,236.8
216.1,143.3
19003.5,12611.1
9261.1,6143.4
216.2,148.1
327.9,210.5
21578.0,16296.7
1500.0,1113.6
301105.4,262022.6
718.9,494.4
130190.6,107785.1
9921.4,7036.9
216.6,139.3
212.2,135.9
1744.0,1339.8
2700.4,2056.1
474364.8,396259.7
2529.1,1921.0
1580.4,1129.9
193.5,128.5
328.8,166.6
7959.5,5770.3
14900.2,9362.2
225.7,163.7
1148.6,814.3
27701.7,18761.5
2807.8,2002.1
43917.6,33075.6
14449.5,10482.2
96997.8,81030.8
1011.2,712.9
772.5,571.4
969.9,710.2
363.3,273.3
308.5,226.4
4832.0,3846.3
611.2,402.6
458538.3,410409.2
249.7,168.3
2242.6,1777.4
221.0,165.7
445.4,319.0
18470.1,14401.2
397.1,283.2
